instance=../tests/problems/passing_trough.txt
agents=6
radiuses=10, 1, 1, 1, 1, 1
map_file=64x64.map
solver=Free Space Priority Inheritance With Backtracking V2 (FSPIBTV2)
solved=1
soc=644
lb_soc=45
makespan=146
lb_makespan=40
comp_time=4
preprocessing_comp_time=2
105:(22,21),(10,22),(24,32),(24,35),(24,39),(24,43),
106:(23,21),(11,22),(23,32),(24,35),(24,39),(24,43),
107:(24,21),(12,22),(24,32),(24,35),(24,39),(24,43),
108:(25,21),(13,22),(23,32),(24,35),(24,39),(24,43),
109:(26,21),(14,22),(24,32),(24,35),(24,39),(24,43),
110:(27,21),(15,22),(23,32),(24,35),(24,39),(24,43),
111:(28,21),(16,22),(24,32),(24,35),(24,39),(24,43),
112:(29,21),(17,22),(24,31),(24,35),(24,39),(24,43),
113:(30,21),(18,22),(24,31),(24,35),(24,39),(24,43),
114:(31,21),(19,22),(24,31),(24,35),(24,39),(24,43),
115:(32,21),(20,22),(24,31),(24,35),(24,39),(24,43),
116:(33,21),(21,22),(24,31),(24,35),(24,39),(24,43),
117:(34,21),(22,22),(24,31),(24,35),(24,39),(24,43),
118:(35,21),(23,22),(24,31),(24,35),(24,39),(24,43),
119:(36,21),(24,22),(24,31),(24,35),(24,39),(24,43),
120:(37,21),(24,22),(24,31),(24,35),(24,39),(24,43),
121:(38,21),(24,22),(24,31),(24,35),(24,39),(24,43),
122:(39,21),(24,22),(24,31),(24,35),(24,39),(24,43),
123:(40,21),(24,22),(24,31),(24,35),(24,39),(24,43),
124:(41,21),(24,22),(24,31),(24,35),(24,39),(24,43),
125:(42,21),(24,22),(24,31),(24,35),(24,39),(24,43),
126:(43,21),(24,22),(24,31),(24,35),(24,39),(24,43),
127:(44,21),(24,22),(24,31),(24,35),(24,39),(24,43),
128:(45,21),(24,22),(24,31),(24,35),(24,39),(24,43),
129:(46,21),(24,22),(24,31),(24,35),(24,39),(24,43),
130:(47,21),(24,22),(24,31),(24,35),(24,39),(24,43),
131:(48,21),(24,22),(24,31),(24,35),(24,39),(24,43),
132:(49,21),(24,22),(24,31),(24,35),(24,39),(24,43),
133:(50,21),(24,22),(24,31),(24,35),(24,39),(24,43),
134:(51,21),(24,22),(24,31),(24,35),(24,39),(24,43),
135:(52,21),(24,22),(24,31),(24,35),(24,39),(24,43),
136:(52,22),(24,22),(24,31),(24,35),(24,39),(24,43),
137:(52,23),(24,22),(24,31),(24,35),(24,39),(24,43),
138:(52,24),(24,22),(24,31),(24,35),(24,39),(24,43),
139:(52,25),(24,22),(24,31),(24,35),(24,39),(24,43),
140:(52,26),(24,22),(24,31),(24,35),(24,39),(24,43),
141:(52,27),(24,22),(24,31),(24,35),(24,39),(24,43),
142:(52,28),(24,22),(24,31),(24,35),(24,39),(24,43),
143:(52,29),(24,22),(24,31),(24,35),(24,39),(24,43),
144:(52,30),(24,22),(24,31),(24,35),(24,39),(24,43),
145:(52,31),(24,22),(24,31),(24,35),(24,39),(24,43),
146:(52,32),(24,22),(24,31),(24,35),(24,39),(24,43),
